Country,City,Business Name,Address,Website,Email,Phone Number
UK,Newcastle,Cal Partners," Spaceworks 
Benton Park Road 
Newcastle upon Tyne 
NE7 7LX",https://www.calpartners.co.uk,hello@calpartners.co.uk,+4403330506015
UK,Sheffield,Evoluted," 35 Lambert Street, Sheffield, South Yorkshire S3 7BH, GB",https://www.evoluted.net,info@evoluted.net,+4401142729753
UK,Edinburgh,39steps," 90 Morningside Road,
Edinburgh, EH10 4BY",https://www.39steps.co.uk,team@39steps.co.uk,+441314478613
UK,Birmingham,Digital Cake," 95, Northwood Street, Jewellery Quarter, Birmingham, B3 1TH, The Stanley building, 7 Pancras Square, Kings Cross, London N1C 4AG, 3 Hardman Square, Spinningfields, Manchester, M3 3EB",https://digitalcake.agency,hello@wearedigitalcake.com,"0121 439 0750,+44 020 8089 5386,+44 0161 768 1550"
UK,Nottingham,Abstrakt," 26-30 Stoney Street
Nottingham, NG1 1LL",https://weareabstrakt.com,studio@weareabstrakt.com,+44(0)1158700511
UK,"London,Newcastle,Boston",hedgehog lab," Albert House, 256-260 Old Street, London, EC1V 9DD, Generator Studios, Trafalgar Street, Newcastle Upon Tyne, NE1 2LA., 15th Floor, 50 Milk Street, Boston, MA, 02109.",https://www.hedgehoglab.com/?utm_medium=referal&utm_source=https://digitalagencynetwork.com/agencies/london/&utm_campaign=london,info@hedgehoglab.com,"+44 0808 164 7919,+44 0808 164 7919,+1 20617-806-6434"
UK,Sheffield,HERRON + CO," Neighbourhood
338 Glossop Road
Sheffield
S10 2HW
United Kingdom",https://herron-co.com,hello@herron-co.com,+44 (0)114 321 1808
UK,Nottingham,Peaky Digital," Bridgford Business Centre
29 Bridgford Road
West Bridgford,
Nottingham
NG2 6AU",https://www.peakydigital.co.uk,hello@peakydigital.co.uk,0115 9775461
UK,Birmingham,ADAO," The Old Telephone Exchange, Rugby, Warwickshire, CV21 2SA",https://adao.co.uk,info@adao.co.uk,01788 220026
UK,"Bristol,London,Lisbon",Polleni," Spitalfields
68 Hanbury Street
London, E1 5JL
United Kingdom, 15 – 17 Backfields Lane Stokes Croft Bristol, BS2 8QW United Kingdom, Mercado da Ribeira Avenida 24 de Julho Lisboa, 1200-479 Portugal",https://www.polleni.com,london@polleni.com,"+44 0333 050 4092,+44 0333 050 4092,+351 936 725 621"
UK,Nottingham,Hallam," Hallam Internet, The Clock Tower, Talbot Street, Nottingham, NG1 5GG, Hallam Internet, The Gridiron Building, 1 Pancras Square, London, N1C 4AG",https://www.hallaminternet.com,info@hallam.co.uk,"+441156972340,+44 020 3146 0604"
UK,"London,Nottingham",Fifteen," 81 Rivington Street,
Shoreditch
London
EC2A 3AY, Media House, Padge Road, Beeston, Nottingham, NG9 2RS",https://www.fifteendesign.co.uk,london@fifteen.co.uk,"+4402039032049,+4401159325151"
UK,Nottingham,GM Marketing," 22 Carlton Business Centre
Station Road
Carlton
Nottingham
NG4 3AA, Level 18, 40 Bank Street Canary Wharf, E14 5NR",https://www.goudemind.co.uk,info@goudemind.com," 020 8057 0076,020 8057 0076"
UK,Birmingham,KIJO," Assay Studios
141 Newhall St
Birmingham
B3 1SF",https://kijo.co.uk,hello@kijo.co.uk,+44 0121 726 1328
UK,London,PACK," 100-106 Leonard Street, 2nd Floor, London, London EC2A 4RH, GB",https://pack.agency,hello@pack.agency,7581544191
UK,"London,Dublin",Zesty," 1 London Bridge Street 
LONDON,
SE1 9GF,
United Kingdom, 2ND FLOOR, MACKEN HOUSE 39-40 MAYOR STREET UPPER DUBLIN 1, D01 C9W8, LEVEL 7, CITY QUAYS 2, CLARENDON ROAD, BELFAST BT1 3FD",https://www.simplyzesty.com,website@simplyzesty.com,"+442077821414,+353 (0)1 660 2260,+44 (0)28 9043 6655"
UK,"London,Manchester,Boston,Dublin",Dept," 15-19 Bloomsbury Way
WC1A 2TH London, 87 Summer Street 02110 Boston, MA, 24 Earlsfort Terrace D02 KC42 Dublin, 9th Floor, Bridgewater House, Whitworth Street M1 6LT Manchester, Generaal Vetterstraat 66 1059 BW Amsterdam, Friedenstr. 91a 10249 Berlin, Gustav-Heinemann-Ufer 72a 50968 Cologne, Torvegade 29 1400 Copenhagen, Am Brauhaus 10a 01099 Dresden, Borselstraße 16 f 22765 Hamburg, Leutragraben 2-4 07743 Jena, Markgrafenstraße 2 04109 Leipzig, Diagonal Pueyrredón 2970 7600 Mar del Plata, 81 Prospect St. NY 11201 NYC, 20 Inn Street MA 01950 Newburyport, 44 rue Damrémont 75018 Paris, Delftseplein 27N 3013 AA Rotterdam, 75 E Santa Clara Street CA 95113 San Jose, Partizanski Odredi 26A/1 1000 Skopje, Krbavska 29 21000 Split, Traverse 3 3905 NL Veenendaal, Avenija Dubrovnik 10/I 10000 Zagreb, Avenida Alcalde Gómez Laguna 25 CEA Planta 9 B 50009 Zaragoza, Binzmühlestrasse 170c 8050 Zürich",https://www.deptagency.com,london@deptagency.com,"+44(0)2035141153,+1(925)8541970,+353(0)16789992,+44(0)1616974800,+31(0)880400888,+49(0)304036830,+49(0)22117733710,+4577342774,+49(0)36415594551,+49(0)4080818030,+49(0)36415594510,+49(0)36415594515,+543515697999,(925)854-1970,(925)854-1970,+33680825774,+31(0)880400888,(925)854-1970,+389(0)23225667,+385914778258,+31(0)880400877,+385914778258,+34876611099,+41445764811"
UK,Nottingham,Absolute Design," Haddon House
Millicent Road
West Bridgford
Nottingham
NG2 7PZ, 18 Soho Square London W1D 3QL, Friar Gate Studios Ford Street Derby DE1 1EE, LCB Depot 31 Rutland Street Leicester LE1 1RE",https://www.absolute-design.co.uk,info@absolute-design.co.uk,"+44 01159534800,+4402079989034,+4401332565160,+4401162018006"
UK,"London,Oxford",Ridgeway," Riverside House, Two Rivers, Witney, Oxfordshire OX28 4BH, GB, Henry Wood House, 2 Riding House Street, London, W1W 7FA, GB",https://www.ridgeway.com,hello@ridgeway.com,"+44 01993 227 227,+44 01993 227 227"
UK,"Leeds,London",Elementary Digital," The Stanley Building, 7 St. Pancras Square, Kings Cross, London, N1C 4AG, UK, The Cornmill, Railway Road, Ilkley Leeds, West Yorkshire, LS29 8HT, UK",https://www.elementarydigital.co.uk,info@elementarydigital.co.uk,"+44 0208 0128133,+44 0113 2549836"
UK,"New York,Birmingham,London",Propeller," 37 West 20th Street
10th Floor # 1004
New York
NY 10011, 33 Great Queen Street Covent Garden London WC2B 5AA",https://goo.gl/SmpvnM,info@propellernewyork.com,"+1 646 931-0430,+44 20 7836 2736"
UK,"London,Newcastle",Tangent," Threeways House
40-44 Clipstone Street
London
W1W 5DW, Earl Grey House 75-85 Grey Street Newcastle upon Tyne NE1 6EF",https://www.tangent.co.uk,ideas@tangent.co.uk,"+44-020-7462-6100,+44-0191-9081681"
UK,"Edinburgh,London,Oxford",Cello Signal," 31 Old Nichol Street
London
E2 7HR, St James House  St James' Square  Cheltenham  GL50 3PR, 86 Commercial Quay  Commercial Street  Edinburgh  EH6 6LX",https://cellosignal.com,hello@cellosignal.com,"+44 020 7881 3200,+44 01242 534 200,+44 0131 242 0005"
UK,"Chicago,New York,London",The Charles," 401 Broadway, Suite 601 New York, NY 10013, THE CHARLES CHICAGO 222 S. Riverside Plaza, Suite 1500 Chicago, IL 60606, THE CHARLES LONDON 1 Mercer Street London, UK WC2H 9QJ",https://thecharlesnyc.com/?utm_source=dan&utm_medium=list_agency&utm_campaign=agency_pro,info@thecharlesnyc.com,"212.226.8929,-,+44 (0) 203.675.7721"
UK,Sheffield,Castus," Cooper Buildings, Arundel Street, Sheffield, S1 2NS, GB",https://www.castus.co.uk,info@castus.co.uk,+44 0114 2211906
UK,"Montreal,Toronto,Chicago,Los Angeles,New York,London,Shanghai,Singapore",Bookmark," Bookmark Toronto, 60 Bloor St W #601, Toronto, ON, M4W 3B8, Canada, Av. Victor Andrés Belaúnde 147, Vía Principal 133, Torre Real 2, piso 14, San Isidro, 15073, Perú, The Griffin Building, 83 Clerkenwell Road, London, EC1R 5AR, UK, Building 50, Sunset Gower Studios, 1438 N Gower Street, Hollywood, CA, 90028, USA, 500 Rue Saint-Jacques, Suite 1510, Montreal, QC, H2Y 1S1, Canada, 3 Columbus Cir, 18th Floor, New York, NY, 10019, USA, Bookmark Santiago, Av. Pdte. Kennedy 5757, of. 1601-A, Las Condes, Región Metropolitana, Chile, Bookmark Shanghai, 2702, WPP Campus, 399 Hengfeng Road, Jing’an District, Shanghai, 200070, China, Bookmark Singapore, 50 Scotts Road, #04-01, Singapore, 228242,",https://bookmarkcontent.com,toronto@bookmarkcontent.com,"+1 416 350-2425,+51 993 637 106,+44 020 7734 2303,+1 888 350-2425,+1 514 844-2001, +1 646 278-6887,+56 2 2898 6800,+86 21 3325 6570,+65 6531 2682"
UK,London,Your Favourite Story," Jack’s Place, 6 Corbet Place, Spitalfields, London, E1 6NH",https://www.yourfavouritestory.co.uk,hello@yourfavouritestory.com,0845 456 6042
UK,Birmingham,adaptable," 7c Frederick St.
Victoria Works
Birmingham
B1 3HE, The Stanley Building 7 Pancras Square London N1C 4AG",https://weareadaptable.com,dan@weareadaptable.com,+44 (0) 121 288 1482
UK,"Leeds,London,Sheffield",The SEO Works," Bellerive House, 3 Muirfield Cres, Isle of Dogs, London, E14 9SZ, Metis 1 1 Scotland Street Sheffield S3 7AT, 4100 Park Approach Thorpe Park Leeds LS15 8GB",https://www.seoworks.co.uk/?utm_source=digitalagencynetwork&utm_medium=referral&utm_campaign=danlisting,info@seoworks.co.uk,"+44 0800 292 2410,+44 0800 292 2410,+44 0800 292 2410"
UK,"London,Nottingham",Impression," 201 Borough High Street
London
SE1 1JA, Fothergill House, 16 King Street Nottingham NG1 2AS",https://www.impression.co.uk/?utm_source=DAN&utm_medium=Listing&utm_campaign=DANLondon,hello@impression.co.uk,"+44 01158242212,+44 01158242212"
UK,"London,Nottingham",Distinction," The Stanley Building, 7 Pancras Square, London, N1C 4AG, UK, 4-6 Broadway, The Lace Market, Nottingham, NG1 1PS",https://distinction.co.uk,london@distinction.co.uk,"+4402030963024,01157043011"
UK,"Chicago,New York,London",Aumcore," 215 Park Ave S.
Suite 1802
New York, NY 10003
USA, 220 N Green St Chicago, IL 60607 USA, 1 Fore Street London EC2Y 9DT UK, Viale Appio Claudio, 214 Roma, Italy, Aumcore Malaysia Level 23, NU Tower 2, Jalan Tun Sambanthan, Kuala Lumpur, 50470 Malaysia",https://www.aumcore.com,newyork@aumcore.com,"(212) 776-1414,(312) 235-6334,+44 20 7384 3324,03-2727-1935"
UK,Bournemouth,Upperdog," Studio 1, Bourne Park, Exeter Park Road, Bournemouth, BH2 5BD",https://upperdog.co.uk,hello@upperdog.co.uk,+44 01202 798 820
UK,Glasgow,DigitalParade," LDN, 1 Alfred Place, Fitzrovia, London , WC1E7EB
GLA, 41 , St Vincent Place, Glasgow, G1 2ER",https://www.digitalparade.com,hello@digitalparade.com,+4402079717733
UK,London,Bulldog Digital Media," 29 Queen Elizabeth St, London SE1 2LP, Kingswood House, 58-64 Baxter Avenue, Southend-on-Sea, Essex, SS2 6BG",https://bulldogdigitalmedia.co.uk,info@bulldogdigitalmedia.co.uk,"+44 020 3151 4750,01702 315377"
UK,London,HYD," 7th Floor, Bankside 2, 90-100 Southwark Street, London, SE1 0SW",https://hyd.agency,info@mobile-5.com,+44 (0)203 855 9450
UK,"Oslo,Warsaw,London",Startup Development House," Al. Niepodległości 124/23 floor 7, Warsaw 02-577, Tjuvholmen allé 3, 0252 Oslo, Norway, New Kings Beam House, 22 Upper Ground, South Bank, London SE1 9PD, United Kingdom",https://start-up.house/en?utm_source=dan,alex@start-up.house,+48 662 348 115
UK,London,Fifty Five and Five," The Leather Market, Weston Street, London, SE1 3ER, UK, 8201 164th Ave NE #119, Redmond, WA 98052, USA",https://www.fiftyfiveandfive.com,hello@fiftyfiveandfive.com,"+44 20 3743 7897,+1 425 654 7325"
UK,"New York,London,Sydney",Croud," 450 Broadway, 2nd Floor
New York, NY, 10013, Croud Inc Ltd, Trinity, 39 Tabernacle Street, London, EC2A 4AA, Croud Australia Pty Ltd, Belmont House, 26-28 Wentworth Avenue Surry Hills, NSW, 2010, Croud Inc Ltd, The Chancery, Abbey Lawn, Shrewsbury, SY2 5DE",https://croud.com,usa@croud.com,"+1-855-642-7848,+44 20 3131 4025,+61 2 8317 5928,+44 20 3131 4025"
UK,London,Routes 4 Media," 42 Upper Berkeley Street, London W1H 5PW, The Maltings, Cardiff, CF24 5EA",https://www.routes4media.com,hello@routes4media.com,"020 8720 6992 ,02920 351 466"
UK,London,Series Eight," 7 Heston Street, London, England SE14 6TT, GB",https://serieseight.com,info@serieseight.com,02034880598
UK,Bristol,Nivo Digital," Redcliffe Way,
Bristol
BS1 6NL",https://nivo.co.uk,hello@nivo.co.uk,+44 01172 510115
UK,Leeds,Blue Mantis," 17C Joseph's Well, Hanover Walk, Leeds, West Yorkshire LS3 1AB, GB",https://bluemantis.com,hello@bluemantis.com,+44(0)113-323-1700
UK,Brighton,Graphite Digital," Olivier House, 18 Marine Parade, Brighton, BN2 1TL, 80 Strand, London, WC2R 0DT",https://www.graphitedigital.com,contact@graphitedigital.com,"(+44) ( 1273) 679 333,(+44) ( 1273) 679 333"
UK,"Berlin,Manchester",Battalion," Battalion Digital Limited
Manchester Technology Centre
Oxford Road
Manchester M1 7ED
UK, Battalion Digital Limited Brunnenstrasse 7D Mitte 10119 Berlin Germany",https://www.wearebattalion.com,hello@wearebattalion.com,+44 0161 531 6201
UK,London,Novi.Digital, 40 Bank St Canary Wharf London E14 5NR,https://novi.digital,hello@novi.digital,0800 955 6684
UK,Manchester,Absolute Agency," 208 Lee Ln, Horwich, Bolton BL6 7JF, United Kingdom",https://absolute.agency,studio@absolute.agency,+4401204669566
UK,London,Catch Digital," 33-34 Great Pulteney St
London
W1F 9NP, Calle Princesa, 22, 6ºlzq 28008 Madrid",https://www.catchdigital.com,hello@catchdigital.com,"+44 (0)207 494 3554,+34 901 001 824"
UK,Leeds,Cefar," 1200 Century Way Thorpe Business Park, Leeds, LS15 8ZA, 223 Regent St, Mayfair, London W1B 2ED, UK",https://www.cefar.co.uk,hello@cefar.co.uk,"+44 (0) 1138343986,+44 (0) 203 603 7933"
UK,Oxford,Results First Marketing," John Eccles House, Robert Robinson Ave, Oxford OX4 4GP",https://www.resultsfirstmarketing.co.uk,info@resultsfirstmarketing.co.uk,7903103945
UK,Manchester,CSI Media," 4 Mallard Court
Mallard Way
Crewe
Cheshire
CW1 6ZQ",https://www.csimedia.net,enquiries@csimedia.net,+44 0344 873 0073
UK,London,MintTwist," 1-3 Leonard Street, London, EC2A 4AQ",https://www.minttwist.com,hello@minttwist.com,+44 (0)20 3597 3777
UK,Leeds,Creative Digital Marketing," Hollinthorpe Hall, Leeds, LS26 8BZ",https://www.creativedigitalmarketing.co.uk,hello@cmsadvertising.co.uk,+44 (0) 113 287 7973
UK,Oxford,Zest Digital," 1 - 3 Kings Meadow, Osney Mead, Oxford, OX2 0DP",https://www.zestdigital.com,alex@zestdigital.com,01865 684999
UK,Manchester,Soap Media," Piccadilly House
49 Piccadilly
Manchester
M1 2AP, 46 Glover's Court Preston Lancashire PR1 3LS",https://www.soapmedia.co.uk,enquiry@soapmedia.co.uk,"+44 0161 850 6677,+44 03333 447778"
UK,London,Chalk + Ward," 10 Brick St, Mayfair, London W1J 7HQ, United Kingdom, 18 Southernhay East, Exeter, Devon EX1 1QD, GB",https://www.chalkward.com,hello@chalkward.com,"+44 020 3457 1462,+44 01392 666 291"
UK,"Melbourne,Sydney,Manchester",Emote Digital," Suite 6
13-25 Church St
Hawthorn VIC 3122, Peter House, Oxford Street, Manchester, M1 5AN",https://www.emotedigital.com.au/?utm_source=DAN&utm_medium=DAN-profile&utm_campaign=melbourne-listing,hello@emotedigital.com.au,"+61398552304,+4401612462510"
UK,"Berlin,Dublin,London",Kooba," The Daintree Building
62 Pleasants Place
Dublin
Ireland, Wattstraße 11 13355 Berlin Germany",https://www.kooba.ie,sales@kooba.ie,"+353 1 444 6677,+49 30 22012556"
UK,Manchester,Statuo," Rugby House, Hampson Street,
Horwich, Bolton,
BL6 7JH",https://statuo.co.uk,hello@statuo.co.uk,+44 01204896440
UK,"Leeds,London",Venture Forge," Croft Myl, West Parade Halifax, HX1 2EQ, New House 67-68 Hatton Garden, London EC1N 8JY",https://ventureforge.co.uk,hello@ventureforge.co.uk,"01422 728435,0208 191 8403"
UK,Manchester,First Internet Marketing," 116a Ashley Road, Hale, WA14 2UN",https://www.firstinternet.co.uk,info@firstinternet.co.uk,+44 (0) 1619415330
UK,London,Skeyeview," 1 Alfred Place, London, England WC1E 7, GB",https://skeyeview.co.uk,info@skeyeview.co.uk,+44 0208 286 9876
UK,Manchester,Reward," Centurion House, 129 Deansgate, Manchester M3 3WR",https://rewardagency.co.uk,mitchel@rewardagency.co.uk,0161 871 7428
UK,London,Hex Digital," First Floor
12 Greenhill Rents
London
EC1M 6BN",https://hexdigital.com,hello@hexdigital.com,+44 020 7859 4640
UK,Manchester,BGN," 2.03, Neo
Charlotte Street
Manchester. M1 4ET",https://bgn.agency,info@bgn.agency,+44 01614577190
UK,London,Crowdform," 160 Brick Lane
London
E1 6RU",https://www.crowdform.co.uk/?utm_source=DAN&utm_medium=Link&utm_campaign=%20Digital%20Agency%20Network%20-%20Month%20Trial,hello@crowdform.co.uk,+44 20 3582 1850
UK,Manchester,BeUniqueness," 3 Hardman Street, Manchester, England M3 3HF, GB",https://www.beuniqueness.co.uk,info@beuniqueness.co.uk,+441619321428
UK,London,93digital," 60 Gray's Inn Road
London
WC1X 8AQ",https://93digital.co.uk/?utm_source=DAN&utm_medium=profile-link&utm_campaign=londonagency,info@93digital.co.uk,+4402037359930
UK,London,Spin Brands," Spin Brands Ltd - Unit 7, 55 Felsham Road, London, SW15 1AZ",https://www.spinbrands.co.uk,hello@spinbrands.co.uk,+44 (020) 8789 2061
UK,London,ELEKS Product Design," Centralpoint, 45 Beech Street, London, United Kingdom, EC2Y 8AD, 10091 Park Run Drive, Suite 200 Las Vegas, NV 89145, USA, 401 N Michigan Ave, Chicago, IL 60611, USA, 100 King Street West, Suite 5600, Toronto, ON – M5X 1C9, Canada, 7 Naukova St., Building G Lviv 79060, Ukraine",https://eleks.com,info@eleks.com,"+44-203-868-7995,+1-702-919-6222,+380-32-243-5357"
UK,"San Francisco,London",Digital Uncut," 225 Shoreditch High Street London E1 6PJ, 981 Mission Street #12, San Francisco, CA, 94103",https://digitaluncut.com,info@digitaluncut.com,"+44 203 637 8171,+1 8448358163"
UK,London,SHERPA," 33 Queen Street, London, England GB, Bağdat Caddesi Öncü Sokak 2/1 , Büyükhanlı Sitesi B1 Blok Kat: 10 Daire: 26-27 Suadiye, Istanbul, Istanbul 34740, TR",https://sherpa.digital/en,hello@designedbysherpa.com,"+44 7851 774068,+9 0216 302 49 87"
UK,"New York,San Francisco,London",Momentum Design Lab," 85 Broad Street, 27th FL
New York, NY 10004, 400 Concar Drive San Mateo, CA 94402, 1 Fore Street, 6th FL London EC2Y 9DT, Varsovia 36 Juárez 06600 Ciudad de México",https://momentumdesignlab.com/?utm_source=digitalagencynetwork.com&utm_campaign=Digital%20Agency%20Network%20-%20New%20York%20City&utm_medium=Listing,hello@momentumdesignlab.com,"+1 917 503 9720,+1 650 452 6290,+44 20 3818 5916 ,+52 55 4163 6095"
UK,London,Ourselves, 160 Brick Lane London E1 6RU,https://ourselv.es,hello@ourselv.es,+44 20 3582 1850
UK,London,Reload Digital," Office 4. G.1 The Leathermarket, 11-13 Weston Street",https://www.reloaddigital.co.uk,hello@reloaddigital.co.uk,+44 020 7734 8273
UK,London,The Good Marketer," 1 Primrose St, London, EC2A 2EX, Saxon House, 27 Duke Street, Chelmsford, CM1 1HT",https://www.thegoodmarketer.co.uk,info@thegoodmarketer.co.uk,"+4402039630810,+4401245951526"
