Country,City,Business Name,Address,Website,Email,Phone Number
Europe,Berlin,Concise Software International," Pappelallee 78-79 10437, Berlin, Concise Software Sp. z o.o. Geodetów 1, 35328 Rzeszów Poland",https://concisesoftware.com,contact@concisesoftware.com,48172502704
Europe,"Chicago,Berlin,Warsaw",Kogifi Consulting Group," WeWork Kogifi Consulting Group LLC 330 N. Wabash 23rd Floor Chicago, IL 60611, Kogifi WeWork office, 6 Stralauer Allee Berlin, BE 10245, Grzybowska 58, 00-001 Warszawa, Poland",https://www.kogifi.com,contact@kogifi.com,"(347) 5181056,+49 35818999441,+48 713001435"
Europe,Barcelona,Hommu Studio," C. Casp 116, Ático 1, 08013 Barcelona",http://www.hommustudio.com,studio@hommu.com,657 037 390
Europe,"New York,Sydney,Berlin,Copenhagen",LOOP," 119 W 24th Street
4th floor New York
NY 10011
USA, Flæsketorvet 68 1711 København Denmark, 223 Liverpool Street Darlinghurst NSW 2010 Australia, Köpenicker Straße 154 10997 Berlin Germany",https://www.agentur-loop.com,nyc@agentur-loop.com,"+1 9 292 582 025,+45 2345 1011,+61 435 2591 44,+43 662 8720310"
Europe,Copenhagen,Search Partners," Silkeborgvej 136 st.th., 8000 Aarhus C",https://searchpartners.dk,info@searchpartners.dk,+45 60 87 26 26
Europe,Barcelona,Outlier Creative, Passeig de Calvell 37,https://www.outliercreative.com,jenna@outliercreative.com,674942466
Europe,Copenhagen,Morning Train," Kompagnistræde 21, 1208 København K, Rugårdsvej 55A 1 tv 5000 Odense C Danmark, Mejlgade 27, 1. th. 8000 Aarhus C Danmark",https://morningtrain.dk/en,mail@morningtrain.dk,"+45 9244 9382,+45 71 99 55 30,+45 71 99 55 30"
Europe,Barcelona,Elespacio," Calle Pallars 147, planta 4, 08018 Barcelona, Bötzowstraße 56 10407 Berlin, Germany",https://www.elespacio.net,hello@elespacio.net,+34 933 00 24 07
Europe,Berlin,Mimosa Agency," Innstrasse 35, 12045 Berlin",https://mimosaagency.com,hello@mimosaagency.com,+49 1731677032
Europe,Copenhagen,WeThink," Kompagnistræde 21, 1208 København K, 617-621 Dien Bien Phu, Ward 25, Binh Thanh Dist.HCMC,  Vietnam, The Bhumi Emerald Condominium, Building No. 149, Floor 3A, St. 444,Tuol Tompoung 2,  Chamkar Morn,Phnom Penh,  Cambodia",https://wethinknordic.com/?utm_source=DAN-2019,gh@wethinknordic.com,"(+45) 53 38 59 80,(+84) 28 6291 5226 ,(+855) 93 230 403"
Europe,Berlin,LODE," Waldemarstrasse 38, 10999 Berlin",https://likelode.com,contact@likelode.com,+49 30 61658430
Europe,Copenhagen,B5 Digital," Gøngehusvej 280 2970 Hørsholm, Denmark",https://b5digital.dk,hello@b5digital.dk,+45 42923612
Europe,"Berlin,Manchester",Battalion," Battalion Digital Limited
Manchester Technology Centre
Oxford Road
Manchester M1 7ED
UK, Battalion Digital Limited Brunnenstrasse 7D Mitte 10119 Berlin Germany",https://www.wearebattalion.com,hello@wearebattalion.com,+44 0161 531 6201
Europe,Berlin,Squareball Digital," Manteuffelstraße 64, 10999 Berlin, 2B, 22 Lever St   Manchester, M1 1EA",https://squareball.co,hello@squareball.co,"+49 (0) 30 9840 8684,+44 (0) 161 818 4997"
Europe,Berlin,bytepark," bytepark GmbH, Schützenstraße 8, 10117 Berlin",https://www.bytepark.de,webpost@bytepark.de,+49 30200052174
Europe,Berlin,Uhura Digital," Stralauer Allee 2a, D-10245, Berlin",https://www.uhura.de/?utm_source=DAN,post@uhura.de,+49 3036 444 09-36
Europe,Berlin,Mobiteam," Lohmühlenstraße 65, 12435 
Berlin, Germany",https://mobiteam.de/?utm_source=DAN&utm_medium=profile&utm_campaign=global,ms@mobiteam.de,+49 176 36302768
